timestep,mean_ps2,n,scenario,mode,rep
11,0.105624690181052,4,dosimeter_proxy,blend,8
12,0.11191696266149542,3,dosimeter_proxy,blend,8
13,0.03738318829552666,1,dosimeter_proxy,blend,8
14,0.09316406465151117,2,dosimeter_proxy,blend,8
19,0.1641448668544644,1,dosimeter_proxy,blend,8
0,0.4582743494110377,7,dosimeter_proxy,blend,10
1,0.2527474626401539,4,dosimeter_proxy,blend,10
2,0.2033388370780999,5,dosimeter_proxy,blend,10
3,0.14704844980125473,6,dosimeter_proxy,blend,10
4,0.13138539806150099,5,dosimeter_proxy,blend,10
5,0.13490903190108758,6,dosimeter_proxy,blend,10
6,0.1308307883250358,5,dosimeter_proxy,blend,10
7,0.13042986563250317,5,dosimeter_proxy,blend,10
8,0.13281717188918182,3,dosimeter_proxy,blend,10
9,0.13281717188918182,3,dosimeter_proxy,blend,10
10,0.1341432140262101,2,dosimeter_proxy,blend,10
11,0.11307973315827276,2,dosimeter_proxy,blend,10
12,0.11307973315827276,2,dosimeter_proxy,blend,10
13,0.11307973315827276,2,dosimeter_proxy,blend,10
14,0.12656860048709104,3,dosimeter_proxy,blend,10
15,0.10672277235975845,2,dosimeter_proxy,blend,10
16,0.15354633514472754,1,dosimeter_proxy,blend,10
18,0.17685421958341951,1,dosimeter_proxy,blend,10
19,0.17685421958341951,1,dosimeter_proxy,blend,10
20,0.17685421958341951,1,dosimeter_proxy,blend,10
21,0.1642699971747455,2,dosimeter_proxy,blend,10
22,0.1642699971747455,2,dosimeter_proxy,blend,10
23,0.15168577476607145,1,dosimeter_proxy,blend,10
0,0.4251757864411692,15,dosimeter_proxy,blend,9
1,0.1845245111374234,12,dosimeter_proxy,blend,9
2,0.15551095708575244,12,dosimeter_proxy,blend,9
3,0.11958010654916564,9,dosimeter_proxy,blend,9
4,0.12108922639882172,8,dosimeter_proxy,blend,9
5,0.12793185567731405,8,dosimeter_proxy,blend,9
6,0.13814140181683707,8,dosimeter_proxy,blend,9
7,0.13998053565912136,5,dosimeter_proxy,blend,9
8,0.1352479824970631,3,dosimeter_proxy,blend,9
9,0.1537151063105452,2,dosimeter_proxy,blend,9
10,0.1537151063105452,2,dosimeter_proxy,blend,9
11,0.13420384255536305,1,dosimeter_proxy,blend,9
12,0.13420384255536305,1,dosimeter_proxy,blend,9
16,0.17235885268403048,1,dosimeter_proxy,blend,9
17,0.17235885268403048,1,dosimeter_proxy,blend,9
18,0.17235885268403048,1,dosimeter_proxy,blend,9
22,0.15070684199198398,1,dosimeter_proxy,blend,9
23,0.15070684199198398,1,dosimeter_proxy,blend,9
24,0.15070684199198398,1,dosimeter_proxy,blend,9
25,0.1615328473380072,2,dosimeter_proxy,blend,9
26,0.17235885268403048,1,dosimeter_proxy,blend,9
0,0.39274664311362695,13,dosimeter_proxy,blend,11
1,0.17428396016082834,11,dosimeter_proxy,blend,11
2,0.14947871869479018,10,dosimeter_proxy,blend,11
3,0.1288690583317298,9,dosimeter_proxy,blend,11
4,0.1365693705805292,9,dosimeter_proxy,blend,11
5,0.1336540568234463,8,dosimeter_proxy,blend,11
6,0.1406952687705913,7,dosimeter_proxy,blend,11
7,0.13883006147567717,3,dosimeter_proxy,blend,11
8,0.14098963507223605,2,dosimeter_proxy,blend,11
9,0.1373155987919487,4,dosimeter_proxy,blend,11
10,0.1373155987919487,4,dosimeter_proxy,blend,11
11,0.1373155987919487,4,dosimeter_proxy,blend,11
12,0.09819384265068612,2,dosimeter_proxy,blend,11
13,0.11492374395702376,3,dosimeter_proxy,blend,11
14,0.11492374395702376,3,dosimeter_proxy,blend,11
15,0.09819384265068612,2,dosimeter_proxy,blend,11
16,0.10221201603350484,1,dosimeter_proxy,blend,11
17,0.10221201603350484,1,dosimeter_proxy,blend,11
18,0.10221201603350484,1,dosimeter_proxy,blend,11
19,0.10221201603350484,1,dosimeter_proxy,blend,11
20,0.10221201603350484,1,dosimeter_proxy,blend,11
22,0.18578494160827846,1,dosimeter_proxy,blend,11
23,0.18578494160827846,1,dosimeter_proxy,blend,11
24,0.18578494160827846,1,dosimeter_proxy,blend,11
25,0.18578494160827846,1,dosimeter_proxy,blend,11
26,0.18578494160827846,1,dosimeter_proxy,blend,11
0,0.4151243998858545,9,dosimeter_proxy,blend,14
1,0.1514117539342561,11,dosimeter_proxy,blend,14
2,0.1342674488234267,15,dosimeter_proxy,blend,14
3,0.11964600247519859,11,dosimeter_proxy,blend,14
4,0.12445232889128247,10,dosimeter_proxy,blend,14
5,0.09683099434599766,6,dosimeter_proxy,blend,14
6,0.10362504267110481,5,dosimeter_proxy,blend,14
7,0.11761035222201922,6,dosimeter_proxy,blend,14
8,0.055525762502733125,2,dosimeter_proxy,blend,14
9,0.04830542889740357,1,dosimeter_proxy,blend,14
10,0.1205737598663446,1,dosimeter_proxy,blend,14
11,0.04739481273798768,1,dosimeter_proxy,blend,14
12,0.04739481273798768,1,dosimeter_proxy,blend,14
13,0.04739481273798768,1,dosimeter_proxy,blend,14
14,0.08857815115812277,2,dosimeter_proxy,blend,14
15,0.04739481273798768,1,dosimeter_proxy,blend,14
16,0.04739481273798768,1,dosimeter_proxy,blend,14
17,0.04739481273798768,1,dosimeter_proxy,blend,14
18,0.04739481273798768,1,dosimeter_proxy,blend,14
19,0.1081071177176306,2,dosimeter_proxy,blend,14
20,0.1081071177176306,2,dosimeter_proxy,blend,14
21,0.1081071177176306,2,dosimeter_proxy,blend,14
0,0.48590168448995075,10,dosimeter_proxy,blend,13
1,0.18016836860689073,9,dosimeter_proxy,blend,13
2,0.13539996924008268,6,dosimeter_proxy,blend,13
3,0.10310599012624204,6,dosimeter_proxy,blend,13
4,0.11603186701539774,5,dosimeter_proxy,blend,13
5,0.10260618250689144,4,dosimeter_proxy,blend,13
6,0.10260618250689144,4,dosimeter_proxy,blend,13
7,0.1351203429594348,2,dosimeter_proxy,blend,13
8,0.14773773828517847,4,dosimeter_proxy,blend,13
9,0.16141387584133993,3,dosimeter_proxy,blend,13
10,0.16259545292373748,2,dosimeter_proxy,blend,13
11,0.16165954554529946,1,dosimeter_proxy,blend,13
20,0.13141316730117175,1,dosimeter_proxy,blend,13
21,0.13141316730117175,1,dosimeter_proxy,blend,13
0,0.5053925596349021,6,dosimeter_proxy,blend,12
1,0.20630383132317665,6,dosimeter_proxy,blend,12
2,0.1633509545111865,5,dosimeter_proxy,blend,12
3,0.1529621542770304,6,dosimeter_proxy,blend,12
4,0.14995987216918483,4,dosimeter_proxy,blend,12
5,0.17335168048441849,4,dosimeter_proxy,blend,12
6,0.15545838773115048,4,dosimeter_proxy,blend,12
7,0.15545838773115048,4,dosimeter_proxy,blend,12
8,0.13860739900010222,3,dosimeter_proxy,blend,12
9,0.14250808218827132,4,dosimeter_proxy,blend,12
10,0.13638712286858615,3,dosimeter_proxy,blend,12
11,0.12946533745672922,4,dosimeter_proxy,blend,12
12,0.12644399309734558,3,dosimeter_proxy,blend,12
13,0.1314550564869686,2,dosimeter_proxy,blend,12
14,0.1314550564869686,2,dosimeter_proxy,blend,12
15,0.1542101317527787,1,dosimeter_proxy,blend,12
0,0.4129162871175377,8,dosimeter_proxy,blend,15
1,0.17886533318960907,6,dosimeter_proxy,blend,15
2,0.15865830813020151,7,dosimeter_proxy,blend,15
3,0.12094871923859948,5,dosimeter_proxy,blend,15
4,0.11430622524881649,7,dosimeter_proxy,blend,15
5,0.10746965162219373,6,dosimeter_proxy,blend,15
6,0.08791052108292538,4,dosimeter_proxy,blend,15
7,0.08791052108292538,4,dosimeter_proxy,blend,15
8,0.08143773474092127,3,dosimeter_proxy,blend,15
9,0.07637400083076211,2,dosimeter_proxy,blend,15
10,0.04891322367404594,1,dosimeter_proxy,blend,15
11,0.0841546285131126,2,dosimeter_proxy,blend,15
12,0.08855019249148728,3,dosimeter_proxy,blend,15
13,0.09734132044823667,1,dosimeter_proxy,blend,15
14,0.09734132044823667,1,dosimeter_proxy,blend,15
15,0.09734132044823667,1,dosimeter_proxy,blend,15
16,0.13788866777575587,1,dosimeter_proxy,blend,15
0,0.4335173673319915,12,dosimeter_proxy,blend,16
1,0.18899182042767196,12,dosimeter_proxy,blend,16
2,0.1483120596255948,9,dosimeter_proxy,blend,16
3,0.12261953513719075,7,dosimeter_proxy,blend,16
4,0.122633060700109,8,dosimeter_proxy,blend,16
5,0.12886830763118998,8,dosimeter_proxy,blend,16
6,0.1403432775806983,8,dosimeter_proxy,blend,16
7,0.1336886515043941,7,dosimeter_proxy,blend,16
8,0.1353579124006962,7,dosimeter_proxy,blend,16
9,0.1489740307156504,5,dosimeter_proxy,blend,16
10,0.1577985557138776,4,dosimeter_proxy,blend,16
11,0.15022531787402346,3,dosimeter_proxy,blend,16
12,0.12574079673831828,3,dosimeter_proxy,blend,16
13,0.12574079673831828,3,dosimeter_proxy,blend,16
14,0.1842300054796401,1,dosimeter_proxy,blend,16
17,0.09467329917847991,1,dosimeter_proxy,blend,16
27,0.1847899342999117,1,dosimeter_proxy,blend,16
0,0.4890456788679966,10,dosimeter_proxy,blend,17
1,0.20551131585872165,12,dosimeter_proxy,blend,17
2,0.15410492826739933,10,dosimeter_proxy,blend,17
3,0.135251513767783,6,dosimeter_proxy,blend,17
4,0.09064876482074027,4,dosimeter_proxy,blend,17
5,0.1154589760065956,7,dosimeter_proxy,blend,17
6,0.11368201556572768,4,dosimeter_proxy,blend,17
7,0.08832385947105481,3,dosimeter_proxy,blend,17
8,0.1339470995171835,4,dosimeter_proxy,blend,17
9,0.13023705939102223,3,dosimeter_proxy,blend,17
10,0.13988132069857895,4,dosimeter_proxy,blend,17
11,0.1027898509799948,2,dosimeter_proxy,blend,17
12,0.13483144795921795,3,dosimeter_proxy,blend,17
13,0.12448538938503438,3,dosimeter_proxy,blend,17
14,0.12448538938503438,3,dosimeter_proxy,blend,17
15,0.12999693830945705,2,dosimeter_proxy,blend,17
0,0.4723376507987888,14,dosimeter_proxy,blend,18
1,0.20942163297843677,15,dosimeter_proxy,blend,18
2,0.16188434425431555,12,dosimeter_proxy,blend,18
3,0.13095448694715245,10,dosimeter_proxy,blend,18
4,0.12951010413489747,8,dosimeter_proxy,blend,18
5,0.12087410845429662,6,dosimeter_proxy,blend,18
6,0.12087410845429662,6,dosimeter_proxy,blend,18
7,0.13932678198846682,4,dosimeter_proxy,blend,18
8,0.14182538445588816,5,dosimeter_proxy,blend,18
9,0.13249155770377008,4,dosimeter_proxy,blend,18
10,0.15880628263841873,2,dosimeter_proxy,blend,18
11,0.13117167562500592,2,dosimeter_proxy,blend,18
12,0.11052355692443823,1,dosimeter_proxy,blend,18
13,0.09977593116955916,2,dosimeter_proxy,blend,18
14,0.09977593116955916,2,dosimeter_proxy,blend,18
15,0.09977593116955916,2,dosimeter_proxy,blend,18
16,0.09977593116955916,2,dosimeter_proxy,blend,18
17,0.12867929030170994,2,dosimeter_proxy,blend,18
18,0.12867929030170994,2,dosimeter_proxy,blend,18
19,0.0890283054146801,1,dosimeter_proxy,blend,18
20,0.0890283054146801,1,dosimeter_proxy,blend,18
0,0.4435142384895153,11,dosimeter_proxy,blend,19
1,0.20856689331493494,10,dosimeter_proxy,blend,19
2,0.16939949837553842,10,dosimeter_proxy,blend,19
3,0.13401503814519516,11,dosimeter_proxy,blend,19
4,0.12756841540193375,11,dosimeter_proxy,blend,19
5,0.12138910430241233,6,dosimeter_proxy,blend,19
6,0.13188798633757537,4,dosimeter_proxy,blend,19
7,0.13041738205439612,5,dosimeter_proxy,blend,19
8,0.13801541674025572,5,dosimeter_proxy,blend,19
9,0.13675175735397066,4,dosimeter_proxy,blend,19
10,0.12135575710651139,4,dosimeter_proxy,blend,19
11,0.12135575710651139,4,dosimeter_proxy,blend,19
12,0.11593833437156742,5,dosimeter_proxy,blend,19
13,0.11593833437156742,5,dosimeter_proxy,blend,19
14,0.09850401820846257,3,dosimeter_proxy,blend,19
15,0.09850401820846257,3,dosimeter_proxy,blend,19
16,0.12959452796488638,3,dosimeter_proxy,blend,19
17,0.1322581818294165,4,dosimeter_proxy,blend,19
18,0.11383085153886767,3,dosimeter_proxy,blend,19
19,0.11383085153886767,3,dosimeter_proxy,blend,19
